VA Station Number,Services,Satisfaction,Wait Times
vha_612GG,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.699999988079071, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Audiology', 'new': 24.5, 'established': 2.252427}, {'service': 'Cardiology', 'new': 18.75, 'established': 6.0}, {'service': 'Dermatology', 'new': 1.444444, 'established': 1.0}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 4.1, 'established': 0.279569}, {'service': 'Ophthalmology', 'new': 76.375, 'established': 28.189189}, {'service': 'Orthopedics', 'new': 4.166666, 'established': 16.8}, {'service': 'PrimaryCare', 'new': 14.444444, 'established': 2.34084}, {'service': 'SpecialtyCare', 'new': 27.292452, 'established': 6.160056}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_612GH,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 44.367256, 'established': 16.60262}, {'service': 'Cardiology', 'new': None, 'established': 18.363636}, {'service': 'Dermatology', 'new': 1.071428, 'established': 3.0}, {'service': 'Gynecology', 'new': 11.620689, 'established': 1.301369}, {'service': 'MentalHealthCare', 'new': 4.8, 'established': 2.246231}, {'service': 'Ophthalmology', 'new': None, 'established': 10.557142}, {'service': 'Optometry', 'new': 76.961538, 'established': 47.025641}, {'service': 'PrimaryCare', 'new': 22.223529, 'established': 4.28728}, {'service': 'SpecialtyCare', 'new': 37.909292, 'established': 7.151658}, {'service': 'Urology', 'new': 13.777777, 'established': 7.333333}, {'service': 'WomensHealth', 'new': 19.5, 'established': 1.447368}]"
vha_612GI,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.7799999713897705},"[{'service': 'Audiology', 'new': 6.0, 'established': 0.0}, {'service': 'Dermatology', 'new': 2.5, 'established': None}, {'service': 'MentalHealthCare', 'new': 21.0, 'established': 4.211111}, {'service': 'PrimaryCare', 'new': 17.714285, 'established': 1.208633}, {'service': 'SpecialtyCare', 'new': 3.666666, 'established': 0.0}]"
vha_612GJ,"['Audiology', 'Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8899999856948853, 'primary_care_routine': 0.8299999833106995}","[{'service': 'Audiology', 'new': 3.555555, 'established': 2.428571}, {'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': None, 'established': 4.0}, {'service': 'PrimaryCare', 'new': 8.230769, 'established': 5.084656}, {'service': 'SpecialtyCare', 'new': 6.083333, 'established': 2.125}]"
vha_612GK,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{},"[{'service': 'Dermatology', 'new': 3.7, 'established': 7.0}, {'service': 'Gynecology', 'new': 25.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 13.0, 'established': 0.661654}, {'service': 'PrimaryCare', 'new': 26.958333, 'established': 2.333333}, {'service': 'SpecialtyCare', 'new': 4.666666, 'established': 7.0}, {'service': 'WomensHealth', 'new': 25.0, 'established': 0.0}]"
vha_612QB,['MentalHealthCare'],{},"[{'service': 'MentalHealthCare', 'new': 3.0, 'established': 0.778054}]"
vha_612QC,"['Audiology', 'DentalServices', 'Ophthalmology', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 51.914285, 'established': 15.783018}, {'service': 'Ophthalmology', 'new': 90.315789, 'established': 51.0}, {'service': 'SpecialtyCare', 'new': 44.841269, 'established': 15.496632}]"
vha_612QD,[],{},[]
vha_613,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.9399999976158142, 'specialty_care_urgent': 0.8199999928474426, 'specialty_care_routine': 0.8700000047683716}","[{'service': 'Audiology', 'new': 34.346153, 'established': 14.94}, {'service': 'Cardiology', 'new': 7.083333, 'established': 4.583333}, {'service': 'Dermatology', 'new': 10.3125, 'established': 0.333333}, {'service': 'Gastroenterology', 'new': 8.553191, 'established': 0.413043}, {'service': 'Gynecology', 'new': 20.764705, 'established': 5.0}, {'service': 'MentalHealthCare', 'new': 4.866666, 'established': 4.395251}, {'service': 'Ophthalmology', 'new': 2.4, 'established': 5.520454}, {'service': 'Optometry', 'new': 46.0, 'established': 10.46875}, {'service': 'Orthopedics', 'new': 11.893617, 'established': 18.461538}, {'service': 'PrimaryCare', 'new': 17.0, 'established': 1.533101}, {'service': 'SpecialtyCare', 'new': 16.35654, 'established': 6.305263}, {'service': 'Urology', 'new': 10.846153, 'established': 8.460606}, {'service': 'WomensHealth', 'new': 14.25, 'established': 2.301369}]"
vha_613GA,"['Dermatology', 'MentalHealthCare', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8600000143051147, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Dermatology', 'new': 12.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 1.0, 'established': 6.067796}, {'service': 'Optometry', 'new': 36.25, 'established': 28.727272}, {'service': 'PrimaryCare', 'new': 6.142857, 'established': 0.848739}, {'service': 'SpecialtyCare', 'new': 26.5, 'established': 12.482758}]"
vha_613GB,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.8700000047683716, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Dermatology', 'new': 10.2, 'established': None}, {'service': 'Gynecology', 'new': None, 'established': 18.0}, {'service': 'MentalHealthCare', 'new': 0.5, 'established': 0.983333}, {'service': 'PrimaryCare', 'new': 2.5, 'established': 3.097777}, {'service': 'SpecialtyCare', 'new': 15.428571, 'established': 0.0}, {'service': 'WomensHealth', 'new': None, 'established': 18.0}]"
vha_613GC,"['Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.9599999785423279, 'primary_care_routine': 0.9100000262260437}","[{'service': 'Dermatology', 'new': 0.666666, 'established': 0.0}, {'service': 'Gynecology', 'new': None, 'established': 2.428571}, {'service': 'MentalHealthCare', 'new': 11.818181, 'established': 3.5}, {'service': 'PrimaryCare', 'new': 14.666666, 'established': 1.090047}, {'service': 'SpecialtyCare', 'new': 7.736842, 'established': 1.607142}, {'service': 'WomensHealth', 'new': None, 'established': 2.428571}]"
vha_613GD,"['MentalHealthCare', 'PrimaryCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 0.0, 'established': 0.05}]"
vha_613GE,"['MentalHealthCare', 'PrimaryCare']",{'primary_care_routine': 0.8999999761581421},"[{'service': 'MentalHealthCare', 'new': None, 'established': 1.047619}, {'service': 'PrimaryCare', 'new': 2.5, 'established': 0.188235}]"
vha_613GF,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9399999976158142, 'primary_care_routine': 0.9700000286102295}","[{'service': 'MentalHealthCare', 'new': 60.0, 'established': 0.611111}, {'service': 'PrimaryCare', 'new': None, 'established': 3.972027}, {'service': 'SpecialtyCare', 'new': 7.666666, 'established': 0.0}]"
vha_613GG,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7300000190734863, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 17.310344, 'established': 4.04878}, {'service': 'Dermatology', 'new': 8.448275, 'established': 2.585585}, {'service': 'MentalHealthCare', 'new': 13.714285, 'established': 25.433333}, {'service': 'PrimaryCare', 'new': 2.2, 'established': 1.037974}, {'service': 'SpecialtyCare', 'new': 12.411764, 'established': 2.582191}]"
vha_614,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.8999999761581421, 'specialty_care_urgent': 0.7300000190734863, 'specialty_care_routine': 0.8500000238418579}","[{'service': 'Audiology', 'new': 13.02439, 'established': 1.687285}, {'service': 'Cardiology', 'new': 47.180327, 'established': 18.795454}, {'service': 'Dermatology', 'new': 8.763157, 'established': 31.647887}, {'service': 'Gastroenterology', 'new': 84.690476, 'established': 17.391304}, {'service': 'Gynecology', 'new': 16.25, 'established': 2.458015}, {'service': 'MentalHealthCare', 'new': 6.068965, 'established': 0.559232}, {'service': 'Ophthalmology', 'new': 5.6, 'established': 3.436904}, {'service': 'Orthopedics', 'new': 7.049586, 'established': 2.562318}, {'service': 'PrimaryCare', 'new': 9.931034, 'established': 1.925925}, {'service': 'SpecialtyCare', 'new': 28.418664, 'established': 10.912959}, {'service': 'Urology', 'new': 21.645569, 'established': 1.803131}, {'service': 'WomensHealth', 'new': 8.888888, 'established': 2.383928}]"
vha_614GA,"['Audiology', 'MentalHealthCare', 'Ophthalmology', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.699999988079071, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Audiology', 'new': 6.842105, 'established': 1.230769}, {'service': 'MentalHealthCare', 'new': 3.75, 'established': 5.333333}, {'service': 'Ophthalmology', 'new': 5.0, 'established': None}, {'service': 'PrimaryCare', 'new': 3.166666, 'established': 0.78733}, {'service': 'SpecialtyCare', 'new': 7.40909, 'established': 1.066666}]"
vha_614GB,"['Audiology', 'MentalHealthCare', 'Ophthalmology', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9200000166893005, 'primary_care_routine': 0.949999988079071}","[{'service': 'Audiology', 'new': 5.0, 'established': 0.666666}, {'service': 'MentalHealthCare', 'new': 3.5, 'established': 1.192982}, {'service': 'Ophthalmology', 'new': 10.6, 'established': 1.344827}, {'service': 'PrimaryCare', 'new': 4.8, 'established': 3.448863}, {'service': 'SpecialtyCare', 'new': 10.444444, 'established': 0.836734}]"
vha_614GC,"['Audiology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.7699999809265137},"[{'service': 'Audiology', 'new': None, 'established': 2.666666}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.5625}, {'service': 'PrimaryCare', 'new': None, 'established': 8.184782}, {'service': 'SpecialtyCare', 'new': None, 'established': 2.666666}]"
vha_614GD,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5799999833106995, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Dermatology', 'new': 0.8, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 10.8, 'established': 2.394736}, {'service': 'PrimaryCare', 'new': 4.6, 'established': 1.430232}, {'service': 'SpecialtyCare', 'new': 6.5, 'established': 0.0}]"
vha_614GE,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6000000238418579, 'primary_care_routine': 0.7300000190734863}","[{'service': 'MentalHealthCare', 'new': 1.0, 'established': 0.2}, {'service': 'PrimaryCare', 'new': 11.482758, 'established': 0.227272}, {'service': 'SpecialtyCare', 'new': 5.0, 'established': None}]"
vha_614GF,"['MentalHealthCare', 'Nutrition', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.75, 'primary_care_routine': 0.8299999833106995}","[{'service': 'MentalHealthCare', 'new': 22.666666, 'established': 1.666666}, {'service': 'Optometry', 'new': 6.76923, 'established': 1.610547}, {'service': 'PrimaryCare', 'new': 4.5625, 'established': 1.8}, {'service': 'SpecialtyCare', 'new': 9.84507, 'established': 1.607339}]"
vha_614GG,"['Audiology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8700000047683716}","[{'service': 'Audiology', 'new': 13.0, 'established': 1.204545}, {'service': 'MentalHealthCare', 'new': 2.888888, 'established': 0.25862}, {'service': 'Ophthalmology', 'new': 14.548387, 'established': 1.196078}, {'service': 'Optometry', 'new': 30.785714, 'established': 2.042735}, {'service': 'PrimaryCare', 'new': 4.461538, 'established': 2.59436}, {'service': 'SpecialtyCare', 'new': 17.032967, 'established': 1.597368}]"
vha_614GI,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6299999952316284, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 15.333333, 'established': 0.92}, {'service': 'PrimaryCare', 'new': 12.866666, 'established': 0.515151}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': 0.0}]"
vha_614GN,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.8199999928474426},"[{'service': 'MentalHealthCare', 'new': 21.0, 'established': 19.67647}, {'service': 'PrimaryCare', 'new': 11.25, 'established': 4.248}, {'service': 'SpecialtyCare', 'new': 12.0, 'established': 0.0}]"
vha_614QA,[],{},[]
vha_618,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.9300000071525574, 'primary_care_routine': 0.9300000071525574, 'specialty_care_urgent': 0.7900000214576721}","[{'service': 'Audiology', 'new': 35.537313, 'established': 14.148809}, {'service': 'Cardiology', 'new': 21.448979, 'established': 9.910994}, {'service': 'Dermatology', 'new': 24.632, 'established': 7.350704}, {'service': 'Gastroenterology', 'new': None, 'established': 11.5}, {'service': 'Gynecology', 'new': 15.933333, 'established': 4.770833}, {'service': 'MentalHealthCare', 'new': 10.131578, 'established': 0.849462}, {'service': 'Ophthalmology', 'new': 33.265306, 'established': 25.045682}, {'service': 'Optometry', 'new': 81.064516, 'established': 48.893416}, {'service': 'Orthopedics', 'new': 39.436123, 'established': 28.80597}, {'service': 'PrimaryCare', 'new': 16.789473, 'established': 5.019969}, {'service': 'SpecialtyCare', 'new': 29.183378, 'established': 17.881321}, {'service': 'Urology', 'new': 26.084415, 'established': 11.825775}, {'service': 'WomensHealth', 'new': None, 'established': 4.582089}]"
vha_618BY,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8999999761581421, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': 40.426966, 'established': 15.931297}, {'service': 'Dermatology', 'new': 2.636363, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 4.37647}, {'service': 'Optometry', 'new': 55.807692, 'established': 21.875}, {'service': 'Orthopedics', 'new': None, 'established': 2.0}, {'service': 'PrimaryCare', 'new': 48.0, 'established': 9.052287}, {'service': 'SpecialtyCare', 'new': 44.317708, 'established': 20.8675}]"
vha_618GA,"['Dermatology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9599999785423279},"[{'service': 'Dermatology', 'new': 0.0, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': None, 'established': 3.068027}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': 0.0}]"
vha_618GB,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8899999856948853, 'primary_care_routine': 0.9800000190734863}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 11.0, 'established': 2.716981}, {'service': 'PrimaryCare', 'new': 17.583333, 'established': 9.601173}, {'service': 'SpecialtyCare', 'new': 3.857142, 'established': 1.5}]"
vha_618GD,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7900000214576721, 'primary_care_routine': 0.9599999785423279}","[{'service': 'Audiology', 'new': 22.578313, 'established': 0.625899}, {'service': 'Dermatology', 'new': 3.5, 'established': 1.75}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.712643}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 11.947368, 'established': 4.513513}, {'service': 'SpecialtyCare', 'new': 21.428571, 'established': 0.703225}]"
vha_618GE,"['Dermatology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.46000000834465027, 'primary_care_routine': 0.8700000047683716}","[{'service': 'Dermatology', 'new': 2.76923, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 20.0, 'established': 0.575}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 37.75, 'established': 14.901798}, {'service': 'SpecialtyCare', 'new': 14.925925, 'established': 23.333333}]"
vha_618GG,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7599999904632568, 'primary_care_routine': 0.8999999761581421}","[{'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'Gastroenterology', 'new': None, 'established': 6.0}, {'service': 'MentalHealthCare', 'new': 7.666666, 'established': 1.659793}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 10.333333, 'established': 2.140992}, {'service': 'SpecialtyCare', 'new': 39.666666, 'established': 3.428571}]"
